sentence_id	sentence	label
MIS_2043-eurl_02_022	On the contrary, the French refusal will not have a significant impact on the economic level, and the single European currency will not be at risk, as economist Holger Schmieding says to the Financial Times newspaper, as the features of European economic policy will remain as stipulated in the Maastricht Agreement.	SUBJ
MIS_1069-curl_01_008	Or that the sounds of their false praise and their paid demonstrations drown out the voices of the objectors and the groans of the oppressed, here he turns into a devil. The dictator, like the foolish Sisi, is created by those around him, including generals, judges, politicians, and media professionals, to hide behind him and obtain positions, salaries, and appearances on satellite channels, and through them he feels satisfied with his... Self.	SUBJ
MIS_2347-eurl_01_025	The book includes four chapters. The first chapter contains three interviews, two of which the author conducted with Carioca, and the third was an interview conducted with her by the pioneering director Mohamed Karim. In the interviews, she talks about her personal life and her positions with major artists and singers.	OBJ
MIS_366-curl_04_022	Amani Khalifa wrote on Twitter: “Therese Halsa was 18 years old when she participated in the hijacking of a plane heading to Lod Airport in 1972.”	OBJ
MIS_1195-curl_04_008	The UAE announced that it will raise the issue related to its decision to close its airspace to Qatari aircraft to the Council of the International Civil Aviation Organization (ICAO).	OBJ
AFP_887-eurl_01_017	The security spokesman confirmed that the Ministry of Interior calls on anyone who has information about any of them to quickly report them on the number 990 or the nearest security agency, noting that the rewards stipulated in Royal Decree 46142/8, which stipulates the granting of a financial reward, will apply to anyone who reports any of them. The amount of one million Saudi riyals ($266,666) is for anyone who provides information leading to the arrest of a wanted person. This reward is increased to five million Saudi riyals ($1.3 million) in the event of the arrest of more than one wanted person. It also increases to seven million Saudi riyals ($1.8 million). million dollars) in the event of thwarting a terrorist operation.	OBJ
MIS_1069-curl_01_019	Then the foolish Sisi comes out to them and preaches to them alone. They are his people and his elite, and they are the simple people who love his wisdom. He comforts his conscience with them and they make a living from his arrogance. Amidst this overwhelming love and poems of forbidden love, all opponents, critics, or rejectors turn into atheists, conspirators, and mercenaries before the judiciary.	SUBJ
MIS_973-curl_02_001	At a time when US President Donald Trump is intensifying his reliance on social media sites as one of his main strategic tools to win the confidence of voters a few months before the presidential race, in which he seeks to win a second presidential term, social media companies continue to strike him and his campaign with negative decisions regarding his tweets on Twitter or advertisements. on Facebook.	OBJ
MIS_366-curl_03_002	She was one of four guerrillas who participated in the hijacking of the Belgian Sabina plane to Lod Airport in Israel in 1972.	OBJ
MIS_702-curl_02_003	Just like us, the sun goes through various stages and changes.	OBJ
MIS_561-curl_01_013	The Palestinian Territories: ranked 137th globally	OBJ
FAT_1118-eurl_02_006	Pointing out that the bank aims to focus on a series of various programs and events in order to provide support and assistance to all groups in the society of the United Arab Emirates, in line with the policy of social responsibility and charitable works adopted by the bank.	OBJ
MIS_299-curl_02_007	The outbreak of the Corona virus caused all major European leagues, in addition to the Champions League and European League competitions, to be temporarily halted, in order to protect against the spread of the virus, especially since sporting activities witness large gatherings of fans.	OBJ
FAT_1136-eurl_06_014	Despite the seriousness of the epidemic threat, the issue may be a powder keg, as the decision may lead to the ire of extremists who call for the continuation of visits to holy places despite the health risks.	SUBJ
MIS_2769-eurl_03_009	Moscow's attempt to maintain balance appears through its preservation of its diplomatic mission in Sana'a, despite the Houthis' control of the city, unlike the majority of Western embassies that left Sana'a three years ago, something that prompted several observers to talk about Russian bias towards the Houthis.	OBJ
MIS_560-curl_04_003	He concluded his tweet by saying, “Abu shed your mother’s blood in the morning.”	OBJ
MIS_1532-eurl_01_021	Sadat made great political efforts to urge the United States to persuade Israel to implement the Security Council resolution, but in vain he decided that implementing that resolution would require a military battle that would force Israel to implement it.	OBJ
MIS_2801-curl_01_007	Pointing out that with vaccinations occurring faster in Western countries that are richer than the rest of the world, it will take the world as a whole 7.4 years at the current pace.	OBJ
FAT_641-eurl_02_004	The Kuwaiti Ministry of Interior’s statement continued that a case was registered and the investigations were informed to arrest the perpetrators, as the assault took place in full view of the complex’s patrons and in the absence of the police.	OBJ
MIS_1093-curl_02_001	Staring at a red light for three minutes may become a daily routine for some people, like brushing their teeth, in order to avoid the decline of vision with age.	OBJ
MIS_855-eurl_01_009	It is worth noting that stopping the dialogue was not on our part, and today there are appreciated efforts from the sister State of Kuwait, and our response, as before, was positive in the direction of returning to the path of dialogue in accordance with a set of principles that the State of Qatar had emphasized on more than one occasion.	SUBJ
MIS_2801-curl_01_010	Likewise, Canada's vaccination rate has fallen by half in recent weeks following reports of delayed vaccine shipments.	OBJ
MIS_2253-eurl_02_001	The legend who was the most famous in the history of football, the always controversial character, passed away, after Diego Armando Maradona passed away at the age of 60.	SUBJ
MIS_969-curl_04_003	"He added: “Abu Trika is Palestinian, of Gaza origins, not Egyptian. This is not new, so ask him. Rather, there are documents that prove that,” continuing: “It is as if whoever participates in demolishing the Egyptian identity must be non-Egyptian.” """	OBJ
AFP_425-eurl_04_008	The Queen delivered her speech from Windsor Palace, where she was transported with her 98-year-old husband, Prince Philip, on March 19, as part of measures to prevent the Corona virus.	OBJ
AFP_345-eurl_01_020	But the Kingdom has been seeking for years to diversify its exports by developing the industry by establishing free zones that attract foreign investors.	OBJ
AFP_887-eurl_01_010	The Turkish Major General pointed out that the Custodian of the Two Holy Mosques, King Salman bin Abdulaziz, issued a directive to treat the four martyrs as martyrs of duty, and to award them the Medal of Courage, in appreciation of the state for their sacrifice.	OBJ
AFP_907-eurl_03_010	The Ministry of Health and Population announced yesterday that 530 people recovering from the Coronavirus had been discharged from hospitals, after receiving the necessary medical care and fully recovering, in accordance with World Health Organization guidelines, bringing the total number of people recovering from the virus to 127,963 cases to date.	OBJ
